Index,Year,Month,region,property_type,median_dom,median_sale_price
9512,2013,6,Nevada County,Condo/Co-op,6.0,252500.0
18873,2016,5,Solano County,Condo/Co-op,18.0,252500.0
2089,2016,4,Colusa County,All Residential,0.0,252550.0
11359,2015,4,Riverside County,Townhouse,54.0,252550.0
2088,2016,4,Colusa County,Single Family Residential,0.0,252550.0
6574,2017,10,Madera County,Single Family Residential,35.0,252975.0
11942,2014,9,Sacramento County,Multi-Family (2-4 Unit),34.0,253000.0
18474,2019,10,Shasta County,Single Family Residential,60.0,253000.0
20297,2015,6,Sutter County,All Residential,44.0,253000.0
22084,2012,10,Yolo County,Single Family Residential,45.0,253000.0
11953,2014,11,Sacramento County,Multi-Family (2-4 Unit),45.0,253000.0
8206,2022,3,Merced County,Condo/Co-op,92.0,253000.0
13550,2012,12,San Diego County,Condo/Co-op,24.0,253000.0
13039,2014,10,San Bernardino County,Multi-Family (2-4 Unit),63.0,253000.0
22663,2014,10,Yuba County,All Residential,113.0,253000.0
11245,2013,5,Riverside County,All Residential,17.0,253000.0
18705,2012,12,Solano County,Multi-Family (2-4 Unit),63.0,253000.0
20298,2015,6,Sutter County,Single Family Residential,44.0,253000.0
22662,2014,10,Yuba County,Single Family Residential,113.0,253000.0
18473,2019,10,Shasta County,All Residential,60.0,253000.0
11957,2014,12,Sacramento County,All Residential,37.0,253450.0
22688,2015,10,Yuba County,Single Family Residential,86.0,253500.0
7965,2017,6,Merced County,Single Family Residential,27.0,253500.0
19285,2014,3,Sonoma County,Condo/Co-op,11.0,253500.0
8010,2018,5,Merced County,Multi-Family (2-4 Unit),49.0,253500.0
20181,2021,10,Stanislaus County,Condo/Co-op,35.0,253500.0
21175,2020,4,Tulare County,Multi-Family (2-4 Unit),0.0,253500.0
3063,2015,4,El Dorado County,Townhouse,4.0,253500.0
21178,2020,4,Tulare County,Single Family Residential,58.0,253500.0
1423,2017,1,Butte County,Single Family Residential,56.0,253750.0
4062,2015,6,Glenn County,All Residential,37.0,253750.0
13099,2015,10,San Bernardino County,Multi-Family (2-4 Unit),98.0,253750.0
20333,2016,9,Sutter County,All Residential,111.0,253750.0
22750,2017,12,Yuba County,All Residential,71.0,253750.0
22751,2017,12,Yuba County,Single Family Residential,71.0,253750.0
5325,2014,12,Lake County,Multi-Family (2-4 Unit),386.0,253875.0
6610,2018,7,Madera County,All Residential,43.0,253975.0
6608,2018,7,Madera County,Single Family Residential,43.0,253975.0
20345,2017,3,Sutter County,Single Family Residential,0.0,254000.0
1350,2015,8,Butte County,All Residential,23.0,254000.0
4874,2020,2,Kern County,Single Family Residential,42.0,254000.0
12273,2020,3,Sacramento County,Condo/Co-op,10.0,254000.0
10765,2015,5,Placer County,Townhouse,8.0,254000.0
17761,2012,5,Santa Cruz County,Condo/Co-op,38.0,254000.0
7398,2016,11,Mariposa County,Single Family Residential,107.0,254000.0
7397,2016,11,Mariposa County,All Residential,107.0,254000.0
4861,2019,11,Kern County,Single Family Residential,30.0,254000.0
1359,2015,10,Butte County,Single Family Residential,36.0,254000.0
11309,2014,6,Riverside County,Townhouse,22.0,254062.0
3729,2017,7,Fresno County,All Residential,14.0,254112.5
20427,2020,2,Sutter County,All Residential,172.0,254250.0
10584,2012,1,Placer County,Single Family Residential,77.0,254325.0
21376,2019,3,Tuolumne County,Single Family Residential,130.0,254500.0
1274,2014,2,Butte County,Multi-Family (2-4 Unit),8.0,254500.0
18413,2016,10,Shasta County,Single Family Residential,26.0,254500.0
21375,2019,3,Tuolumne County,All Residential,130.0,254500.0
13050,2014,12,San Bernardino County,Single Family Residential,59.0,254500.0
19249,2013,6,Sonoma County,Condo/Co-op,12.0,254500.0
18414,2016,10,Shasta County,All Residential,26.0,254500.0
5104,2019,7,Kings County,All Residential,67.0,254500.0
3724,2017,6,Fresno County,All Residential,17.0,254500.0
5106,2019,7,Kings County,Single Family Residential,67.0,254750.0
12537,2014,10,San Benito County,Condo/Co-op,184.0,254750.0
2042,2014,7,Colusa County,Single Family Residential,105.0,254839.0
2043,2014,7,Colusa County,All Residential,105.0,254839.0
13145,2016,7,San Bernardino County,Multi-Family (2-4 Unit),88.0,255000.0
14868,2014,6,San Joaquin County,All Residential,21.0,255000.0
3821,2019,5,Fresno County,Multi-Family (2-4 Unit),14.0,255000.0
5121,2019,12,Kings County,Single Family Residential,67.0,255000.0
5478,2018,11,Lake County,Single Family Residential,106.0,255000.0
5120,2019,12,Kings County,All Residential,68.0,255000.0
3197,2017,10,El Dorado County,Townhouse,73.0,255000.0
17797,2013,1,Santa Cruz County,Condo/Co-op,39.0,255000.0
14872,2014,7,San Joaquin County,All Residential,22.0,255000.0
5113,2019,9,Kings County,All Residential,71.0,255000.0
5475,2018,10,Lake County,Single Family Residential,84.0,255000.0
5110,2019,8,Kings County,All Residential,64.0,255000.0
5109,2019,8,Kings County,Single Family Residential,64.0,255000.0
22713,2016,8,Yuba County,All Residential,81.0,255000.0
7972,2017,8,Merced County,All Residential,30.0,255000.0
7976,2017,9,Merced County,All Residential,25.0,255000.0
9521,2013,8,Nevada County,Condo/Co-op,44.0,255000.0
13095,2015,9,San Bernardino County,Multi-Family (2-4 Unit),71.0,255000.0
5111,2019,9,Kings County,Single Family Residential,72.0,255000.0
5129,2020,2,Kings County,All Residential,58.0,255000.0
5130,2020,2,Kings County,Single Family Residential,58.0,255000.0
3812,2019,3,Fresno County,Multi-Family (2-4 Unit),59.0,255000.0
1652,2021,5,Butte County,Condo/Co-op,8.0,255000.0
22680,2015,6,Yuba County,Single Family Residential,144.0,255000.0
22681,2015,6,Yuba County,All Residential,144.0,255000.0
8118,2020,7,Merced County,Multi-Family (2-4 Unit),5.0,255000.0
22712,2016,8,Yuba County,Single Family Residential,81.0,255000.0
14901,2015,1,San Joaquin County,All Residential,51.0,255000.0
5486,2019,2,Lake County,All Residential,118.0,255000.0
14887,2014,10,San Joaquin County,All Residential,34.0,255000.0
11573,2018,11,Riverside County,Condo/Co-op,47.0,255000.0
5485,2019,1,Lake County,All Residential,117.0,255000.0
11552,2018,7,Riverside County,Condo/Co-op,51.0,255000.0
5074,2018,3,Kings County,Single Family Residential,90.0,255000.0
5484,2019,1,Lake County,Single Family Residential,117.0,255000.0
14883,2014,9,San Joaquin County,All Residential,23.0,255000.0
5133,2020,3,Kings County,Multi-Family (2-4 Unit),0.0,255000.0
4838,2019,6,Kern County,Single Family Residential,25.0,255000.0
16573,2013,4,Santa Barbara County,Multi-Family (2-4 Unit),49.0,255000.0
21120,2019,4,Tulare County,All Residential,84.0,255000.0
972,2017,2,Amador County,All Residential,123.0,255000.0
3735,2017,8,Fresno County,All Residential,20.0,255000.0
5075,2018,3,Kings County,All Residential,90.0,255000.0
12495,2013,12,San Benito County,Condo/Co-op,35.0,255000.0
4875,2020,3,Kern County,Single Family Residential,31.0,255000.0
2896,2012,4,El Dorado County,All Residential,66.0,255000.0
6611,2018,8,Madera County,All Residential,41.0,255000.0
3072,2015,6,El Dorado County,Condo/Co-op,26.0,255000.0
13054,2015,1,San Bernardino County,Multi-Family (2-4 Unit),88.0,255000.0
19005,2019,1,Solano County,Townhouse,4.0,255000.0
2267,2012,2,Contra Costa County,Single Family Residential,42.0,255000.0
22275,2016,6,Yolo County,Townhouse,112.0,255000.0
5743,2012,6,Los Angeles County,Condo/Co-op,46.0,255000.0
10831,2016,7,Placer County,Condo/Co-op,32.0,255000.0
20160,2021,6,Stanislaus County,Condo/Co-op,7.0,255000.0
1345,2015,7,Butte County,Single Family Residential,25.0,255000.0
1348,2015,7,Butte County,All Residential,26.0,255000.0
2984,2013,11,El Dorado County,Multi-Family (2-4 Unit),32.0,255000.0
22096,2013,1,Yolo County,Single Family Residential,32.0,255000.0
916,2015,6,Amador County,All Residential,49.0,255000.0
10752,2015,2,Placer County,Condo/Co-op,32.0,255000.0
914,2015,6,Amador County,Single Family Residential,49.0,255000.0
6589,2018,2,Madera County,Single Family Residential,63.0,255000.0
6590,2018,2,Madera County,All Residential,67.0,255000.0
4327,2020,1,Humboldt County,Multi-Family (2-4 Unit),119.0,255000.0
20167,2021,7,Stanislaus County,Condo/Co-op,7.0,255000.0
4932,2021,4,Kern County,Multi-Family (2-4 Unit),25.0,255000.0
20169,2021,8,Stanislaus County,Condo/Co-op,9.0,255000.0
12958,2013,6,San Bernardino County,Townhouse,17.0,255000.0
1374,2016,2,Butte County,All Residential,45.0,255000.0
1383,2016,4,Butte County,All Residential,15.0,255000.0
5403,2016,11,Lake County,Single Family Residential,84.0,255000.0
6613,2018,8,Madera County,Single Family Residential,40.0,255000.0
973,2017,2,Amador County,Single Family Residential,123.0,255000.0
4866,2019,12,Kern County,Single Family Residential,34.0,255000.0
19850,2015,11,Stanislaus County,Townhouse,2.0,255000.0
1562,2019,8,Butte County,Townhouse,34.0,255000.0
5441,2017,11,Lake County,Townhouse,57.0,255000.0
12437,2012,9,San Benito County,Condo/Co-op,14.0,255000.0
3750,2017,12,Fresno County,All Residential,26.0,255000.0
5404,2016,11,Lake County,All Residential,89.0,255000.0
4961,2021,10,Kern County,Townhouse,69.0,255000.0
22164,2014,4,Yolo County,Multi-Family (2-4 Unit),8.0,255000.0
11918,2014,4,Sacramento County,All Residential,21.0,255000.0
11952,2014,11,Sacramento County,All Residential,32.0,255000.0
8300,2012,1,Monterey County,All Residential,45.0,255000.0
2345,2013,5,Contra Costa County,Condo/Co-op,12.0,255000.0
5427,2017,7,Lake County,Single Family Residential,67.0,255000.0
19851,2015,11,Stanislaus County,Multi-Family (2-4 Unit),19.0,255000.0
11962,2015,1,Sacramento County,Single Family Residential,46.0,255000.0
22431,2019,6,Yolo County,Multi-Family (2-4 Unit),41.0,255000.0
4226,2021,1,Glenn County,Single Family Residential,70.0,255050.0
4225,2021,1,Glenn County,All Residential,70.0,255050.0
3206,2017,12,El Dorado County,Condo/Co-op,55.0,255100.0
2883,2012,1,El Dorado County,Condo/Co-op,102.0,255125.0
15061,2017,11,San Joaquin County,Multi-Family (2-4 Unit),56.0,255250.0
11948,2014,10,Sacramento County,All Residential,31.0,255500.0
649,2013,12,Alpine County,All Residential,85.0,255500.0
648,2013,12,Alpine County,Single Family Residential,85.0,255500.0
9481,2012,11,Nevada County,Condo/Co-op,103.0,255500.0
5386,2016,6,Lake County,Single Family Residential,69.0,255500.0
9522,2013,8,Nevada County,Townhouse,2.0,255750.0
6703,2021,2,Madera County,Multi-Family (2-4 Unit),6.0,256000.0
3129,2016,7,El Dorado County,Condo/Co-op,34.0,256000.0
6563,2017,7,Madera County,Single Family Residential,32.0,256000.0
13063,2015,3,San Bernardino County,Single Family Residential,55.0,256000.0
1338,2015,5,Butte County,Single Family Residential,19.0,256000.0
13066,2015,3,San Bernardino County,All Residential,54.0,256000.0
21181,2020,5,Tulare County,All Residential,80.0,256000.0
3749,2017,12,Fresno County,Single Family Residential,26.0,256000.0
13138,2016,6,San Bernardino County,Condo/Co-op,32.0,256000.0
3007,2014,4,El Dorado County,Multi-Family (2-4 Unit),108.0,256000.0
13069,2015,4,San Bernardino County,All Residential,51.0,256200.0
11908,2014,2,Sacramento County,Single Family Residential,37.0,256250.0
22075,2012,8,Yolo County,Multi-Family (2-4 Unit),86.0,256250.0
20888,2020,8,Trinity County,Single Family Residential,210.0,256250.0
20887,2020,8,Trinity County,All Residential,210.0,256250.0
5487,2019,2,Lake County,Single Family Residential,120.0,256250.0
8233,2012,8,Mono County,All Residential,248.0,256380.0
21086,2018,2,Tulare County,Single Family Residential,109.0,256500.0
13120,2016,2,San Bernardino County,Condo/Co-op,47.0,256500.0
8123,2020,8,Merced County,Condo/Co-op,69.0,256500.0
21180,2020,5,Tulare County,Single Family Residential,83.0,256500.0
12913,2012,9,San Bernardino County,Townhouse,28.0,256500.0
5149,2020,9,Kings County,Single Family Residential,58.0,256500.0
21087,2018,2,Tulare County,All Residential,109.0,256500.0
10916,2018,1,Placer County,Multi-Family (2-4 Unit),45.0,256590.0
2897,2012,4,El Dorado County,Single Family Residential,66.0,256750.0
12423,2012,6,San Benito County,Multi-Family (2-4 Unit),74.0,256900.0
19845,2015,10,Stanislaus County,Single Family Residential,29.0,257000.0
10689,2013,12,Placer County,Multi-Family (2-4 Unit),105.0,257000.0
1690,2022,1,Butte County,Condo/Co-op,20.0,257000.0
7978,2017,9,Merced County,Single Family Residential,26.0,257000.0
2310,2012,10,Contra Costa County,Multi-Family (2-4 Unit),22.0,257000.0
14873,2014,7,San Joaquin County,Single Family Residential,22.0,257000.0
3743,2017,10,Fresno County,Single Family Residential,22.0,257000.0
21265,2021,12,Tulare County,Townhouse,0.0,257000.0
4173,2019,3,Glenn County,Single Family Residential,60.0,257000.0
4172,2019,3,Glenn County,All Residential,60.0,257000.0
5477,2018,10,Lake County,All Residential,79.0,257000.0
2353,2013,7,Contra Costa County,Condo/Co-op,13.0,257000.0
18845,2015,10,Solano County,Condo/Co-op,41.0,257000.0
13134,2016,5,San Bernardino County,Condo/Co-op,31.0,257102.0
22095,2012,12,Yolo County,All Residential,34.0,257107.5
18902,2016,12,Solano County,Condo/Co-op,52.0,257250.0
7974,2017,8,Merced County,Single Family Residential,29.0,257400.0
5363,2015,11,Lake County,All Residential,107.0,257500.0
4883,2020,4,Kern County,All Residential,21.0,257500.0
15218,2020,7,San Joaquin County,Condo/Co-op,24.0,257500.0
5437,2017,10,Lake County,Single Family Residential,90.0,257500.0
11240,2013,4,Riverside County,Single Family Residential,18.0,257500.0
19257,2013,8,Sonoma County,Condo/Co-op,13.0,257500.0
22295,2016,10,Yolo County,Condo/Co-op,6.0,257500.0
20100,2020,5,Stanislaus County,Townhouse,7.0,257500.0
5469,2018,8,Lake County,Single Family Residential,88.0,257500.0
5470,2018,8,Lake County,All Residential,88.0,257500.0
22078,2012,8,Yolo County,Single Family Residential,30.0,257500.0
953,2016,8,Amador County,Single Family Residential,56.0,257550.0
15275,2021,7,San Joaquin County,Condo/Co-op,10.0,257750.0
13548,2012,12,San Diego County,Townhouse,23.0,258000.0
13071,2015,4,San Bernardino County,Single Family Residential,51.0,258000.0
3725,2017,6,Fresno County,Single Family Residential,16.0,258000.0
7661,2019,12,Mendocino County,All Residential,63.0,258000.0
5279,2013,10,Lake County,Multi-Family (2-4 Unit),44.0,258000.0
1389,2016,6,Butte County,Multi-Family (2-4 Unit),20.0,258000.0
1784,2015,7,Calaveras County,All Residential,186.0,258000.0
1783,2015,7,Calaveras County,Single Family Residential,186.0,258000.0
7660,2019,12,Mendocino County,Single Family Residential,63.0,258000.0
3228,2018,5,El Dorado County,Condo/Co-op,15.0,258225.0
5364,2015,11,Lake County,Single Family Residential,110.0,258250.0
3731,2017,7,Fresno County,Single Family Residential,14.0,258250.0
20319,2016,4,Sutter County,Single Family Residential,164.0,258250.0
7985,2017,11,Merced County,All Residential,39.0,258382.0
4981,2022,2,Kern County,Multi-Family (2-4 Unit),44.0,258500.0
3739,2017,9,Fresno County,All Residential,18.0,258500.0
4885,2020,5,Kern County,All Residential,27.0,258500.0
1353,2015,9,Butte County,Multi-Family (2-4 Unit),140.0,258500.0
19001,2019,1,Solano County,Condo/Co-op,50.0,258500.0
19941,2017,7,Stanislaus County,Multi-Family (2-4 Unit),45.0,258500.0
11530,2018,2,Riverside County,Condo/Co-op,66.0,258500.0
11936,2014,8,Sacramento County,All Residential,21.0,258750.0
10805,2016,2,Placer County,Multi-Family (2-4 Unit),44.0,258825.0
6572,2017,9,Madera County,All Residential,37.0,258900.0
15351,2012,8,San Luis Obispo County,Condo/Co-op,139.0,259000.0
6631,2019,2,Madera County,All Residential,76.0,259000.0
4193,2019,11,Glenn County,Multi-Family (2-4 Unit),937.0,259000.0
1335,2015,4,Butte County,Townhouse,29.0,259000.0
12335,2021,3,Sacramento County,Condo/Co-op,7.0,259000.0
12303,2020,9,Sacramento County,Condo/Co-op,11.0,259000.0
6564,2017,7,Madera County,All Residential,33.0,259000.0
12067,2016,10,Sacramento County,Townhouse,8.0,259000.0
1381,2016,4,Butte County,Single Family Residential,15.0,259000.0
11398,2015,12,Riverside County,Townhouse,55.0,259000.0
9783,2018,10,Nevada County,Condo/Co-op,79.0,259000.0
18722,2013,4,Solano County,Single Family Residential,12.0,259000.0
49,2012,10,Alameda County,Condo/Co-op,25.0,259000.0
638,2013,6,Alpine County,All Residential,70.0,259000.0
10709,2014,5,Placer County,Condo/Co-op,28.0,259000.0
3766,2018,4,Fresno County,All Residential,16.0,259000.0
639,2013,6,Alpine County,Single Family Residential,70.0,259000.0
5754,2012,8,Los Angeles County,Condo/Co-op,40.0,259000.0
8015,2018,6,Merced County,Multi-Family (2-4 Unit),157.0,259000.0
926,2015,10,Amador County,Multi-Family (2-4 Unit),0.0,259100.0
11315,2014,7,Riverside County,Multi-Family (2-4 Unit),34.0,259250.0
6570,2017,9,Madera County,Single Family Residential,37.0,259450.0
637,2013,5,Alpine County,All Residential,875.0,259500.0
21533,2013,10,Ventura County,Condo/Co-op,13.0,259500.0
1388,2016,5,Butte County,All Residential,15.0,259500.0
5445,2018,1,Lake County,All Residential,100.0,259500.0
10954,2018,9,Placer County,Townhouse,32.0,259500.0
5118,2019,11,Kings County,Single Family Residential,73.0,259500.0
903,2015,2,Amador County,All Residential,80.0,259500.0
961,2016,10,Amador County,Single Family Residential,53.0,259500.0
636,2013,5,Alpine County,Single Family Residential,875.0,259500.0
1739,2013,4,Calaveras County,Single Family Residential,19.0,259500.0
4938,2021,5,Kern County,Multi-Family (2-4 Unit),31.0,259500.0
1402,2016,8,Butte County,All Residential,19.0,259500.0
8961,2012,12,Napa County,Condo/Co-op,29.0,259500.0
1738,2013,4,Calaveras County,All Residential,19.0,259500.0
13082,2015,7,San Bernardino County,Condo/Co-op,42.0,259500.0
962,2016,10,Amador County,All Residential,53.0,259500.0
6586,2018,1,Madera County,All Residential,60.0,259550.0
4884,2020,5,Kern County,Single Family Residential,27.0,259645.0
5498,2019,5,Lake County,All Residential,89.0,259750.0
5497,2019,5,Lake County,Single Family Residential,89.0,259750.0
8940,2012,6,Napa County,Condo/Co-op,53.0,259750.0
5090,2019,1,Kings County,All Residential,115.0,259900.0
5091,2019,1,Kings County,Single Family Residential,115.0,259900.0
22074,2012,7,Yolo County,All Residential,55.0,259950.0
15342,2012,6,San Luis Obispo County,Condo/Co-op,91.0,259950.0
6602,2018,5,Madera County,All Residential,43.0,259975.0
21372,2018,11,Tuolumne County,All Residential,48.0,260000.0
6591,2018,3,Madera County,Single Family Residential,47.0,260000.0
18829,2015,6,Solano County,Multi-Family (2-4 Unit),23.0,260000.0
7396,2016,10,Mariposa County,All Residential,92.0,260000.0
11297,2014,4,Riverside County,Townhouse,19.0,260000.0
19895,2016,9,Stanislaus County,Multi-Family (2-4 Unit),75.0,260000.0
6585,2018,1,Madera County,Single Family Residential,59.0,260000.0
6600,2018,5,Madera County,Single Family Residential,44.0,260000.0
1373,2016,2,Butte County,Single Family Residential,43.0,260000.0
6593,2018,3,Madera County,All Residential,39.0,260000.0
5135,2020,4,Kings County,Single Family Residential,65.0,260000.0
8534,2015,12,Monterey County,Condo/Co-op,51.0,260000.0
11567,2018,10,Riverside County,Condo/Co-op,51.0,260000.0
5008,2013,4,Kings County,Single Family Residential,0.0,260000.0
904,2015,2,Amador County,Single Family Residential,80.0,260000.0
22710,2016,7,Yuba County,All Residential,71.0,260000.0
22711,2016,7,Yuba County,Single Family Residential,71.0,260000.0
9628,2015,9,Nevada County,Condo/Co-op,72.0,260000.0
12971,2013,8,San Bernardino County,Multi-Family (2-4 Unit),49.0,260000.0
14896,2014,12,San Joaquin County,All Residential,41.0,260000.0
5144,2020,8,Kings County,All Residential,50.0,260000.0
5134,2020,4,Kings County,All Residential,65.0,260000.0
1535,2019,3,Butte County,Townhouse,3.0,260000.0
12954,2013,5,San Bernardino County,Townhouse,14.0,260000.0
7420,2017,9,Mariposa County,Single Family Residential,106.0,260000.0
13122,2016,3,San Bernardino County,Townhouse,43.0,260000.0
18817,2015,3,Solano County,Multi-Family (2-4 Unit),52.0,260000.0
7395,2016,10,Mariposa County,Single Family Residential,92.0,260000.0
10789,2015,10,Placer County,Townhouse,65.0,260000.0
21275,2022,2,Tulare County,Condo/Co-op,0.0,260000.0
5039,2016,2,Kings County,All Residential,171.0,260000.0
5038,2016,2,Kings County,Single Family Residential,171.0,260000.0
13072,2015,5,San Bernardino County,Single Family Residential,44.0,260000.0
2271,2012,3,Contra Costa County,All Residential,31.0,260000.0
10944,2018,7,Placer County,Townhouse,23.0,260000.0
10925,2018,3,Placer County,Townhouse,23.0,260000.0
11929,2014,6,Sacramento County,All Residential,20.0,260000.0
3765,2018,4,Fresno County,Single Family Residential,17.0,260000.0
20337,2016,11,Sutter County,All Residential,81.0,260000.0
13073,2015,5,San Bernardino County,All Residential,44.0,260000.0
20336,2016,11,Sutter County,Single Family Residential,81.0,260000.0
19948,2017,9,Stanislaus County,Multi-Family (2-4 Unit),57.0,260000.0
10865,2017,2,Placer County,Condo/Co-op,84.0,260000.0
20331,2016,9,Sutter County,Single Family Residential,111.0,260000.0
12011,2015,11,Sacramento County,Multi-Family (2-4 Unit),40.0,260000.0
11911,2014,3,Sacramento County,Single Family Residential,27.0,260000.0
2265,2012,1,Contra Costa County,Single Family Residential,40.0,260000.0
3782,2018,8,Fresno County,Multi-Family (2-4 Unit),16.0,260000.0
3722,2017,5,Fresno County,Multi-Family (2-4 Unit),99.0,260000.0
11260,2013,8,Riverside County,All Residential,14.0,260000.0
19289,2014,4,Sonoma County,Condo/Co-op,11.0,260000.0
5517,2019,10,Lake County,All Residential,103.0,260000.0
5516,2019,10,Lake County,Single Family Residential,100.0,260000.0
2167,2019,2,Colusa County,All Residential,250.0,260000.0
21371,2018,11,Tuolumne County,Single Family Residential,48.0,260000.0
20720,2020,4,Tehama County,Single Family Residential,82.0,260000.0
20721,2020,4,Tehama County,All Residential,82.0,260000.0
11533,2018,3,Riverside County,Condo/Co-op,60.0,260000.0
20029,2019,2,Stanislaus County,Townhouse,115.0,260000.0
665,2014,11,Alpine County,Single Family Residential,72.0,260000.0
2165,2019,2,Colusa County,Single Family Residential,250.0,260000.0
3211,2018,1,El Dorado County,Condo/Co-op,43.0,260000.0
666,2014,11,Alpine County,All Residential,72.0,260000.0
3055,2015,3,El Dorado County,Condo/Co-op,101.0,260000.0
5511,2019,9,Lake County,All Residential,83.0,260000.0
20199,2022,2,Stanislaus County,Condo/Co-op,5.0,260000.0
3761,2018,3,Fresno County,All Residential,20.0,260000.0
11932,2014,7,Sacramento County,All Residential,19.0,260000.0
6551,2017,3,Madera County,Condo/Co-op,30.0,260000.0
1349,2015,8,Butte County,Single Family Residential,23.0,260000.0
3096,2015,12,El Dorado County,Condo/Co-op,67.0,260000.0
16568,2013,3,Santa Barbara County,Condo/Co-op,71.0,260000.0
2108,2016,12,Colusa County,All Residential,94.0,260000.0
756,2020,7,Alpine County,All Residential,42.0,260000.0
5009,2013,4,Kings County,All Residential,0.0,260000.0
12314,2020,11,Sacramento County,Condo/Co-op,12.0,260000.0
13534,2012,9,San Diego County,Townhouse,28.0,260000.0
20784,2013,10,Trinity County,All Residential,68.0,260000.0
755,2020,7,Alpine County,Multi-Family (2-4 Unit),42.0,260000.0
20783,2013,10,Trinity County,Single Family Residential,68.0,260000.0
18726,2013,5,Solano County,Single Family Residential,11.0,260000.0
5098,2019,5,Kings County,All Residential,67.0,260000.0
19879,2016,5,Stanislaus County,All Residential,16.0,260000.0
3747,2017,11,Fresno County,All Residential,23.0,260000.0
2107,2016,12,Colusa County,Single Family Residential,94.0,260000.0
5099,2019,5,Kings County,Single Family Residential,67.0,260000.0
9442,2012,3,Nevada County,All Residential,93.0,260000.0
13542,2012,11,San Diego County,Condo/Co-op,26.0,260000.0
930,2015,12,Amador County,All Residential,56.0,260000.0
19870,2016,3,Stanislaus County,All Residential,26.0,260000.0
10696,2014,2,Placer County,Multi-Family (2-4 Unit),119.0,260000.0
2894,2012,3,El Dorado County,All Residential,95.0,260000.0
7986,2017,11,Merced County,Single Family Residential,38.0,260000.0
3734,2017,8,Fresno County,Single Family Residential,21.0,260000.0
2214,2020,12,Colusa County,Multi-Family (2-4 Unit),0.0,260000.0
5117,2019,11,Kings County,All Residential,73.0,260000.0
5435,2017,10,Lake County,All Residential,90.0,260000.0
9466,2012,8,Nevada County,Single Family Residential,64.0,260000.0
15283,2021,9,San Joaquin County,Condo/Co-op,13.0,260000.0
13178,2017,2,San Bernardino County,Condo/Co-op,58.0,260000.0
2363,2013,9,Contra Costa County,Condo/Co-op,13.0,260000.0
8343,2012,9,Monterey County,Condo/Co-op,22.0,260000.0
1390,2016,6,Butte County,All Residential,20.0,260000.0
6717,2021,6,Madera County,Multi-Family (2-4 Unit),7.0,260000.0
13495,2012,1,San Diego County,Multi-Family (2-4 Unit),38.0,260000.0
5763,2012,10,Los Angeles County,Condo/Co-op,35.0,260000.0
10594,2012,3,Placer County,All Residential,62.0,260000.0
16590,2013,7,Santa Barbara County,Multi-Family (2-4 Unit),74.0,260000.0
22073,2012,7,Yolo County,Single Family Residential,57.0,260000.0
1399,2016,8,Butte County,Single Family Residential,18.0,260000.0
9496,2013,2,Nevada County,Single Family Residential,81.0,260000.0
11037,2020,2,Placer County,Townhouse,33.0,260000.0
18404,2016,4,Shasta County,All Residential,238.0,260000.0
4320,2019,10,Humboldt County,Multi-Family (2-4 Unit),10.0,260000.0
10684,2013,11,Placer County,Multi-Family (2-4 Unit),24.0,260000.0
18403,2016,4,Shasta County,Single Family Residential,238.0,260000.0
11945,2014,9,Sacramento County,All Residential,28.0,260000.0
5458,2018,5,Lake County,All Residential,90.0,260050.0
5461,2018,5,Lake County,Single Family Residential,91.0,260100.0
14903,2015,2,San Joaquin County,All Residential,49.0,260500.0
11968,2015,2,Sacramento County,Multi-Family (2-4 Unit),68.0,260500.0
13177,2017,2,San Bernardino County,Multi-Family (2-4 Unit),76.0,260500.0
4879,2020,4,Kern County,Single Family Residential,21.0,260500.0
4158,2018,10,Glenn County,Single Family Residential,50.0,261000.0
4950,2021,8,Kern County,Multi-Family (2-4 Unit),44.0,261000.0
20074,2019,12,Stanislaus County,Multi-Family (2-4 Unit),19.0,261000.0
12325,2021,1,Sacramento County,Townhouse,7.0,261000.0
4157,2018,10,Glenn County,All Residential,61.0,261000.0
3744,2017,11,Fresno County,Multi-Family (2-4 Unit),91.0,261000.0
12421,2012,6,San Benito County,All Residential,27.0,261000.0
11351,2015,3,Riverside County,Townhouse,43.0,261000.0
19873,2016,4,Stanislaus County,All Residential,20.0,261000.0
14886,2014,10,San Joaquin County,Single Family Residential,34.0,261000.0
19297,2014,6,Sonoma County,Condo/Co-op,10.0,261000.0
11614,2019,7,Riverside County,Condo/Co-op,69.0,261000.0
932,2015,12,Amador County,Single Family Residential,56.0,261000.0
12977,2013,10,San Bernardino County,Townhouse,12.0,261000.0
3880,2020,8,Fresno County,Multi-Family (2-4 Unit),43.0,261000.0
11548,2018,6,Riverside County,Condo/Co-op,52.0,261250.0
9550,2014,2,Nevada County,Townhouse,0.0,261250.0
13062,2015,3,San Bernardino County,Multi-Family (2-4 Unit),62.0,261250.0
5146,2020,8,Kings County,Single Family Residential,50.0,261500.0
13127,2016,4,San Bernardino County,Condo/Co-op,34.0,261500.0
6629,2019,2,Madera County,Single Family Residential,76.0,261500.0
625,2012,8,Alpine County,Single Family Residential,109.0,262000.0
624,2012,8,Alpine County,All Residential,109.0,262000.0
22351,2017,11,Yolo County,Townhouse,40.0,262000.0
8011,2018,5,Merced County,All Residential,34.0,262000.0
1931,2021,2,Calaveras County,Condo/Co-op,87.0,262000.0
11925,2014,5,Sacramento County,All Residential,21.0,262000.0
3141,2016,10,El Dorado County,Multi-Family (2-4 Unit),41.0,262000.0
