Index,Year,Month,region,property_type,median_dom,median_sale_price
15780,2020,9,San Luis Obispo County,Townhouse,32.0,529000.0
10275,2017,3,Orange County,Townhouse,39.0,529000.0
8826,2020,10,Monterey County,Condo/Co-op,55.0,529000.0
19340,2015,5,Sonoma County,Single Family Residential,18.0,529000.0
10300,2017,8,Orange County,Townhouse,42.0,529500.0
17123,2012,2,Santa Clara County,Single Family Residential,34.0,529500.0
19348,2015,7,Sonoma County,Single Family Residential,40.0,529500.0
22488,2020,8,Yolo County,Single Family Residential,13.0,529995.0
18167,2019,3,Santa Cruz County,Condo/Co-op,58.0,530000.0
12652,2017,4,San Benito County,Single Family Residential,53.0,530000.0
12627,2016,9,San Benito County,Single Family Residential,76.0,530000.0
12660,2017,6,San Benito County,All Residential,48.0,530000.0
18228,2020,3,Santa Cruz County,Condo/Co-op,40.0,530000.0
12665,2017,7,San Benito County,Single Family Residential,54.0,530000.0
14014,2020,9,San Diego County,Townhouse,12.0,530000.0
277,2016,8,Alameda County,Condo/Co-op,16.0,530000.0
13969,2019,12,San Diego County,Townhouse,30.0,530000.0
9024,2014,3,Napa County,All Residential,39.0,530000.0
21436,2012,3,Ventura County,Multi-Family (2-4 Unit),108.0,530000.0
9021,2014,3,Napa County,Single Family Residential,46.0,530000.0
2100,2016,9,Colusa County,Multi-Family (2-4 Unit),687.0,530000.0
19667,2021,11,Sonoma County,Townhouse,34.0,530000.0
9813,2019,6,Nevada County,Multi-Family (2-4 Unit),0.0,530000.0
12646,2017,3,San Benito County,Single Family Residential,67.0,530000.0
13691,2015,4,San Diego County,Multi-Family (2-4 Unit),33.0,530000.0
17335,2015,8,Santa Clara County,Condo/Co-op,14.0,530000.0
19397,2016,7,Sonoma County,All Residential,40.0,530000.0
21516,2013,7,Ventura County,Single Family Residential,12.0,530000.0
21513,2013,6,Ventura County,Single Family Residential,15.0,530000.0
12334,2021,3,Sacramento County,Multi-Family (2-4 Unit),10.0,530000.0
12548,2015,1,San Benito County,Multi-Family (2-4 Unit),236.0,530000.0
19143,2021,10,Solano County,Multi-Family (2-4 Unit),47.0,530000.0
8770,2019,11,Monterey County,Townhouse,32.0,530000.0
22493,2020,9,Yolo County,Single Family Residential,10.0,530000.0
16008,2014,3,San Mateo County,Condo/Co-op,12.0,530000.0
8850,2021,3,Monterey County,Condo/Co-op,38.0,530000.0
21635,2015,7,Ventura County,All Residential,27.0,530000.0
21887,2019,9,Ventura County,Multi-Family (2-4 Unit),65.0,530000.0
10044,2013,5,Orange County,All Residential,13.0,530000.0
10003,2012,9,Orange County,Single Family Residential,33.0,530000.0
10065,2013,9,Orange County,All Residential,20.0,530000.0
15505,2015,10,San Luis Obispo County,Single Family Residential,59.0,530000.0
21658,2015,11,Ventura County,All Residential,33.0,530000.0
6935,2015,9,Marin County,Condo/Co-op,32.0,530000.0
16690,2015,3,Santa Barbara County,Condo/Co-op,66.0,530000.0
19116,2021,4,Solano County,Townhouse,29.0,530000.0
9990,2012,6,Orange County,Single Family Residential,32.0,530000.0
21802,2018,4,Ventura County,Multi-Family (2-4 Unit),102.0,530000.0
5973,2016,4,Los Angeles County,All Residential,34.0,530000.0
19114,2021,4,Solano County,All Residential,24.0,530000.0
16670,2014,11,Santa Barbara County,All Residential,85.0,530000.0
10009,2012,10,Orange County,Single Family Residential,33.0,530000.0
2495,2015,11,Contra Costa County,Multi-Family (2-4 Unit),57.0,530000.0
16726,2015,10,Santa Barbara County,All Residential,68.0,530000.0
2485,2015,9,Contra Costa County,Single Family Residential,20.0,530000.0
16733,2015,12,Santa Barbara County,All Residential,92.0,530000.0
21667,2016,1,Ventura County,All Residential,42.0,530000.0
21914,2020,2,Ventura County,Townhouse,55.0,530000.0
6051,2017,7,Los Angeles County,Townhouse,35.0,530000.0
2876,2022,4,Contra Costa County,Condo/Co-op,8.0,530000.0
11737,2021,8,Riverside County,Multi-Family (2-4 Unit),49.0,530000.0
18141,2018,10,Santa Cruz County,Condo/Co-op,71.0,530050.0
10302,2017,9,Orange County,Townhouse,47.0,530500.0
16852,2017,12,Santa Barbara County,All Residential,64.0,530500.0
2236,2021,8,Colusa County,Multi-Family (2-4 Unit),15.0,530500.0
15697,2019,4,San Luis Obispo County,Townhouse,39.0,530500.0
18222,2020,2,Santa Cruz County,Condo/Co-op,69.0,530750.0
13812,2017,5,San Diego County,All Residential,14.0,530750.0
21568,2014,5,Ventura County,Single Family Residential,24.0,531000.0
2405,2014,5,Contra Costa County,Townhouse,12.0,531000.0
14076,2021,9,San Diego County,Condo/Co-op,12.0,531000.0
3235,2018,6,El Dorado County,Single Family Residential,19.0,531250.0
9110,2016,1,Napa County,All Residential,82.0,531250.0
8606,2017,2,Monterey County,Single Family Residential,72.0,531250.0
5926,2015,6,Los Angeles County,Single Family Residential,29.0,532000.0
21695,2016,7,Ventura County,All Residential,30.0,532000.0
18172,2019,4,Santa Cruz County,Condo/Co-op,52.0,532000.0
11768,2022,2,Riverside County,Townhouse,34.0,532000.0
8563,2016,5,Monterey County,Single Family Residential,51.0,532000.0
2723,2019,9,Contra Costa County,Multi-Family (2-4 Unit),58.0,532500.0
13839,2017,10,San Diego County,All Residential,24.0,532500.0
17937,2015,5,Santa Cruz County,Townhouse,11.0,532500.0
15584,2017,6,San Luis Obispo County,All Residential,35.0,532500.0
11730,2021,6,Riverside County,All Residential,24.0,532500.0
13491,2022,4,San Bernardino County,Multi-Family (2-4 Unit),40.0,532500.0
21602,2014,12,Ventura County,Single Family Residential,45.0,532750.0
6072,2017,12,Los Angeles County,Townhouse,40.0,532900.0
13711,2015,8,San Diego County,Multi-Family (2-4 Unit),40.0,533000.0
9886,2020,11,Nevada County,Condo/Co-op,36.0,533500.0
7687,2021,5,Mendocino County,All Residential,165.0,533500.0
8571,2016,7,Monterey County,Single Family Residential,60.0,533500.0
16641,2014,5,Santa Barbara County,Townhouse,51.0,533750.0
2548,2016,10,Contra Costa County,Townhouse,21.0,533750.0
10391,2019,3,Orange County,Townhouse,53.0,533750.0
15852,2021,12,San Luis Obispo County,Townhouse,102.0,533975.0
13697,2015,6,San Diego County,Single Family Residential,24.0,534000.0
18027,2016,11,Santa Cruz County,Townhouse,59.0,534000.0
19355,2015,9,Sonoma County,Single Family Residential,39.0,534000.0
22277,2016,6,Yolo County,Multi-Family (2-4 Unit),66.0,534000.0
16741,2016,1,Santa Barbara County,Condo/Co-op,67.0,534000.0
5956,2015,12,Los Angeles County,Single Family Residential,37.0,534000.0
16760,2016,5,Santa Barbara County,All Residential,65.0,534000.0
10286,2017,6,Orange County,Townhouse,40.0,534050.0
8851,2021,3,Monterey County,Townhouse,36.0,534250.0
16795,2016,12,Santa Barbara County,All Residential,78.0,534500.0
5913,2015,4,Los Angeles County,Multi-Family (2-4 Unit),46.0,534500.0
16796,2016,12,Santa Barbara County,Single Family Residential,78.0,534500.0
8461,2014,9,Monterey County,Multi-Family (2-4 Unit),27.0,534500.0
18124,2018,6,Santa Cruz County,Condo/Co-op,46.0,534500.0
6237,2020,9,Los Angeles County,Condo/Co-op,43.0,534500.0
175,2014,12,Alameda County,Townhouse,22.0,534750.0
21722,2016,12,Ventura County,All Residential,37.0,535000.0
16798,2017,1,Santa Barbara County,All Residential,91.0,535000.0
8535,2015,12,Monterey County,Townhouse,55.0,535000.0
2547,2016,10,Contra Costa County,Single Family Residential,18.0,535000.0
21612,2015,2,Ventura County,Single Family Residential,43.0,535000.0
14090,2021,12,San Diego County,Condo/Co-op,11.0,535000.0
19368,2015,12,Sonoma County,Single Family Residential,51.0,535000.0
16731,2015,11,Santa Barbara County,All Residential,80.0,535000.0
2620,2017,12,Contra Costa County,Townhouse,18.0,535000.0
2541,2016,9,Contra Costa County,Townhouse,17.0,535000.0
22289,2016,9,Yolo County,Multi-Family (2-4 Unit),12.0,535000.0
21948,2020,9,Ventura County,Townhouse,45.0,535000.0
18240,2020,6,Santa Cruz County,Condo/Co-op,39.0,535000.0
6014,2016,12,Los Angeles County,All Residential,49.0,535000.0
22326,2017,6,Yolo County,Multi-Family (2-4 Unit),11.0,535000.0
13480,2022,2,San Bernardino County,Multi-Family (2-4 Unit),75.0,535000.0
16753,2016,4,Santa Barbara County,All Residential,70.0,535000.0
6001,2016,9,Los Angeles County,All Residential,39.0,535000.0
9123,2016,4,Napa County,Condo/Co-op,40.0,535000.0
13706,2015,7,San Diego County,Single Family Residential,24.0,535000.0
7014,2017,4,Marin County,Condo/Co-op,32.0,535000.0
6225,2020,6,Los Angeles County,Townhouse,40.0,535000.0
21725,2017,1,Ventura County,All Residential,40.0,535000.0
8434,2014,4,Monterey County,Townhouse,49.0,535000.0
2465,2015,5,Contra Costa County,Single Family Residential,13.0,535000.0
3345,2020,5,El Dorado County,Single Family Residential,39.0,535000.0
10407,2019,6,Orange County,Townhouse,44.0,535000.0
5936,2015,8,Los Angeles County,Single Family Residential,30.0,535000.0
6045,2017,6,Los Angeles County,Townhouse,36.0,535000.0
17748,2012,3,Santa Cruz County,Multi-Family (2-4 Unit),26.0,535000.0
10048,2013,6,Orange County,All Residential,13.0,535000.0
2455,2015,3,Contra Costa County,Townhouse,11.0,535000.0
10058,2013,8,Orange County,All Residential,16.0,535000.0
19335,2015,4,Sonoma County,Single Family Residential,11.0,535000.0
11739,2021,8,Riverside County,All Residential,26.0,535000.0
11741,2021,9,Riverside County,All Residential,27.0,535000.0
11734,2021,7,Riverside County,All Residential,24.0,535000.0
9997,2012,8,Orange County,Single Family Residential,33.0,535000.0
17800,2013,1,Santa Cruz County,Multi-Family (2-4 Unit),152.0,535000.0
18216,2020,1,Santa Cruz County,Condo/Co-op,49.0,535000.0
110,2013,11,Alameda County,All Residential,19.0,535000.0
21564,2014,4,Ventura County,Single Family Residential,24.0,535000.0
15635,2018,4,San Luis Obispo County,Multi-Family (2-4 Unit),9.0,535000.0
6217,2020,5,Los Angeles County,Townhouse,44.0,535000.0
12387,2022,2,Sacramento County,Single Family Residential,7.0,535000.0
9239,2018,9,Napa County,Condo/Co-op,43.0,535000.0
18091,2017,12,Santa Cruz County,Condo/Co-op,49.0,535000.0
106,2013,10,Alameda County,All Residential,17.0,535000.0
2519,2016,4,Contra Costa County,All Residential,12.0,535000.0
19158,2022,1,Solano County,Townhouse,31.0,535000.0
10314,2017,11,Orange County,Townhouse,50.0,535000.0
142,2014,5,Alameda County,Townhouse,14.0,535050.0
19386,2016,4,Sonoma County,All Residential,35.0,535500.0
17132,2012,4,Santa Clara County,All Residential,17.0,536000.0
8665,2018,2,Monterey County,Condo/Co-op,69.0,536000.0
16930,2019,3,Santa Barbara County,Single Family Residential,47.0,536000.0
15397,2013,8,San Luis Obispo County,Multi-Family (2-4 Unit),44.0,536000.0
2528,2016,6,Contra Costa County,Townhouse,14.0,536000.0
8828,2020,11,Monterey County,Condo/Co-op,44.0,536250.0
10370,2018,10,Orange County,Townhouse,49.0,536500.0
10996,2019,6,Placer County,Single Family Residential,17.0,536500.0
16790,2016,11,Santa Barbara County,All Residential,77.0,536500.0
12661,2017,6,San Benito County,Single Family Residential,47.0,537000.0
9072,2015,3,Napa County,Single Family Residential,19.0,537000.0
16738,2016,1,Santa Barbara County,Townhouse,94.0,537050.0
16660,2014,9,Santa Barbara County,Townhouse,63.0,537500.0
8576,2016,8,Monterey County,Multi-Family (2-4 Unit),47.0,537500.0
13479,2022,2,San Bernardino County,Townhouse,14.0,537500.0
15414,2013,12,San Luis Obispo County,Multi-Family (2-4 Unit),17.0,537500.0
300,2017,1,Alameda County,Townhouse,17.0,537500.0
20171,2021,8,Stanislaus County,Multi-Family (2-4 Unit),31.0,537500.0
1145,2022,1,Amador County,Multi-Family (2-4 Unit),39.0,537727.0
13822,2017,7,San Diego County,All Residential,17.0,537750.0
16892,2018,8,Santa Barbara County,Multi-Family (2-4 Unit),47.0,537875.0
2418,2014,8,Contra Costa County,Single Family Residential,18.0,538000.0
8473,2014,11,Monterey County,Multi-Family (2-4 Unit),81.0,538000.0
12464,2013,4,San Benito County,Multi-Family (2-4 Unit),16.0,538000.0
19376,2016,2,Sonoma County,Single Family Residential,56.0,538000.0
12591,2015,12,San Benito County,Multi-Family (2-4 Unit),99.0,538000.0
16050,2014,11,San Mateo County,Condo/Co-op,20.0,538000.0
19374,2016,1,Sonoma County,All Residential,61.0,538250.0
12624,2016,8,San Benito County,All Residential,41.0,538500.0
3383,2021,1,El Dorado County,Multi-Family (2-4 Unit),32.0,538500.0
21683,2016,4,Ventura County,All Residential,32.0,538500.0
21709,2016,9,Ventura County,Multi-Family (2-4 Unit),18.0,538500.0
8602,2017,1,Monterey County,All Residential,75.0,539000.0
19346,2015,6,Sonoma County,Single Family Residential,34.0,539000.0
6090,2018,3,Los Angeles County,Townhouse,33.0,539000.0
8498,2015,4,Monterey County,Townhouse,34.0,539000.0
9871,2020,8,Nevada County,All Residential,42.0,539000.0
18633,2020,3,Sierra County,All Residential,38.0,539000.0
10014,2012,11,Orange County,Single Family Residential,29.0,539000.0
18632,2020,3,Sierra County,Single Family Residential,38.0,539000.0
12683,2017,12,San Benito County,All Residential,52.0,539000.0
13847,2017,12,San Diego County,All Residential,27.0,539000.0
16788,2016,11,Santa Barbara County,Single Family Residential,77.0,539000.0
2625,2018,1,Contra Costa County,All Residential,21.0,539000.0
15648,2018,7,San Luis Obispo County,Townhouse,50.0,539000.0
13745,2016,3,San Diego County,Single Family Residential,24.0,539000.0
6263,2021,2,Los Angeles County,Condo/Co-op,54.0,539000.0
15558,2016,12,San Luis Obispo County,All Residential,57.0,539000.0
15533,2016,5,San Luis Obispo County,Single Family Residential,38.0,539000.0
16599,2013,9,Santa Barbara County,Townhouse,51.0,539000.0
21688,2016,5,Ventura County,All Residential,21.0,539000.0
6199,2020,1,Los Angeles County,Townhouse,54.0,539192.0
10417,2019,8,Orange County,Townhouse,49.0,539250.0
12681,2017,12,San Benito County,Single Family Residential,61.0,539500.0
11780,2022,4,Riverside County,Townhouse,25.0,539500.0
2412,2014,7,Contra Costa County,Single Family Residential,16.0,539500.0
8582,2016,9,Monterey County,All Residential,68.0,539500.0
8775,2019,12,Monterey County,Condo/Co-op,84.0,539500.0
12855,2021,11,San Benito County,Townhouse,59.0,539500.0
12372,2021,11,Sacramento County,Multi-Family (2-4 Unit),15.0,539500.0
8561,2016,5,Monterey County,Multi-Family (2-4 Unit),64.0,539500.0
8610,2017,3,Monterey County,Single Family Residential,55.0,540000.0
13860,2018,2,San Diego County,All Residential,21.0,540000.0
2457,2015,4,Contra Costa County,Single Family Residential,13.0,540000.0
10403,2019,5,Orange County,Townhouse,40.0,540000.0
5931,2015,7,Los Angeles County,Single Family Residential,28.0,540000.0
10071,2013,11,Orange County,All Residential,27.0,540000.0
182,2015,1,Alameda County,All Residential,26.0,540000.0
10295,2017,7,Orange County,Townhouse,44.0,540000.0
21592,2014,10,Ventura County,Single Family Residential,38.0,540000.0
3356,2020,7,El Dorado County,Townhouse,65.0,540000.0
21855,2019,3,Ventura County,Multi-Family (2-4 Unit),45.0,540000.0
3380,2020,12,El Dorado County,All Residential,16.0,540000.0
12664,2017,7,San Benito County,All Residential,54.0,540000.0
12686,2018,1,San Benito County,Single Family Residential,68.0,540000.0
21952,2020,10,Ventura County,Townhouse,40.0,540000.0
127,2014,2,Alameda County,Multi-Family (2-4 Unit),86.0,540000.0
186,2015,2,Alameda County,All Residential,15.0,540000.0
19108,2021,3,Solano County,Single Family Residential,25.0,540000.0
17810,2013,3,Santa Cruz County,Multi-Family (2-4 Unit),112.0,540000.0
13831,2017,8,San Diego County,All Residential,18.0,540000.0
12868,2022,2,San Benito County,Townhouse,3.0,540000.0
16740,2016,1,Santa Barbara County,Single Family Residential,97.0,540000.0
6002,2016,10,Los Angeles County,All Residential,40.0,540000.0
16739,2016,1,Santa Barbara County,All Residential,95.0,540000.0
15653,2018,8,San Luis Obispo County,Multi-Family (2-4 Unit),18.0,540000.0
13676,2015,1,San Diego County,Multi-Family (2-4 Unit),37.0,540000.0
16894,2018,8,Santa Barbara County,Single Family Residential,51.0,540000.0
354,2017,11,Alameda County,Condo/Co-op,16.0,540000.0
6020,2017,1,Los Angeles County,All Residential,53.0,540000.0
16727,2015,11,Santa Barbara County,Single Family Residential,80.0,540000.0
13718,2015,10,San Diego County,Multi-Family (2-4 Unit),35.0,540000.0
22569,2022,1,Yolo County,Single Family Residential,11.0,540000.0
1121,2021,6,Amador County,Multi-Family (2-4 Unit),13.0,540000.0
15571,2017,3,San Luis Obispo County,All Residential,53.0,540000.0
16694,2015,4,Santa Barbara County,Townhouse,75.0,540000.0
11750,2021,10,Riverside County,All Residential,31.0,540000.0
11747,2021,10,Riverside County,Multi-Family (2-4 Unit),79.0,540000.0
3448,2022,2,El Dorado County,Townhouse,52.0,540000.0
17774,2012,8,Santa Cruz County,Single Family Residential,30.0,540000.0
3281,2019,4,El Dorado County,Single Family Residential,31.0,540000.0
6135,2018,12,Los Angeles County,Townhouse,50.0,540000.0
13834,2017,9,San Diego County,All Residential,21.0,540000.0
16909,2018,11,Santa Barbara County,Multi-Family (2-4 Unit),93.0,540500.0
21733,2017,2,Ventura County,All Residential,47.0,540500.0
9069,2015,3,Napa County,All Residential,21.0,541000.0
5987,2016,7,Los Angeles County,All Residential,33.0,541000.0
8617,2017,4,Monterey County,All Residential,63.0,541000.0
9873,2020,8,Nevada County,Single Family Residential,40.0,541250.0
21588,2014,9,Ventura County,Single Family Residential,33.0,541550.0
15524,2016,3,San Luis Obispo County,Single Family Residential,58.0,542000.0
17949,2015,7,Santa Cruz County,Townhouse,42.0,542000.0
18150,2018,12,Santa Cruz County,Condo/Co-op,52.0,542000.0
10379,2018,12,Orange County,Townhouse,63.0,542000.0
14085,2021,11,San Diego County,Condo/Co-op,11.0,542000.0
5986,2016,6,Los Angeles County,All Residential,33.0,542000.0
9414,2022,1,Napa County,Condo/Co-op,113.0,542000.0
6026,2017,2,Los Angeles County,All Residential,53.0,542000.0
18954,2018,1,Solano County,Multi-Family (2-4 Unit),39.0,542000.0
9346,2020,11,Napa County,Condo/Co-op,35.0,542000.0
16818,2017,5,Santa Barbara County,Condo/Co-op,62.0,542000.0
12691,2018,2,San Benito County,All Residential,76.0,542017.0
12688,2018,2,San Benito County,Single Family Residential,57.0,542017.0
5981,2016,5,Los Angeles County,All Residential,34.0,542250.0
22333,2017,7,Yolo County,Multi-Family (2-4 Unit),9.0,542500.0
13755,2016,5,San Diego County,Multi-Family (2-4 Unit),38.0,542500.0
12336,2021,4,Sacramento County,Multi-Family (2-4 Unit),12.0,542500.0
10389,2019,2,Orange County,Townhouse,70.0,542500.0
10022,2013,1,Orange County,Single Family Residential,28.0,542500.0
213,2015,7,Alameda County,Multi-Family (2-4 Unit),32.0,542750.0
11071,2020,9,Placer County,All Residential,17.0,543000.0
16699,2015,5,Santa Barbara County,All Residential,67.0,543000.0
6138,2019,1,Los Angeles County,Townhouse,54.0,543000.0
12863,2022,1,San Benito County,Condo/Co-op,28.0,543000.0
105,2013,10,Alameda County,Multi-Family (2-4 Unit),35.0,543000.0
19113,2021,4,Solano County,Single Family Residential,23.0,543500.0
8646,2017,10,Monterey County,Condo/Co-op,52.0,543500.0
9092,2015,8,Napa County,All Residential,51.0,543500.0
10052,2013,7,Orange County,All Residential,14.0,543500.0
13727,2015,12,San Diego County,Multi-Family (2-4 Unit),38.0,543750.0
20201,2022,2,Stanislaus County,Multi-Family (2-4 Unit),29.0,544000.0
14008,2020,8,San Diego County,Townhouse,13.0,544000.0
16034,2014,8,San Mateo County,Condo/Co-op,15.0,544000.0
15557,2016,11,San Luis Obispo County,Single Family Residential,61.0,544000.0
10508,2021,2,Orange County,Condo/Co-op,39.0,544000.0
18039,2017,1,Santa Cruz County,Townhouse,54.0,544250.0
13705,2015,7,San Diego County,Multi-Family (2-4 Unit),32.0,545000.0
6151,2019,3,Los Angeles County,Townhouse,47.0,545000.0
21710,2016,10,Ventura County,All Residential,35.0,545000.0
2565,2017,1,Contra Costa County,Single Family Residential,28.0,545000.0
15574,2017,4,San Luis Obispo County,All Residential,45.0,545000.0
9037,2014,7,Napa County,All Residential,24.0,545000.0
6008,2016,11,Los Angeles County,All Residential,42.0,545000.0
8647,2017,10,Monterey County,All Residential,58.0,545000.0
11063,2020,8,Placer County,All Residential,23.0,545000.0
21617,2015,3,Ventura County,Single Family Residential,33.0,545000.0
6206,2020,2,Los Angeles County,Townhouse,44.0,545000.0
5996,2016,8,Los Angeles County,All Residential,35.0,545000.0
16820,2017,5,Santa Barbara County,Single Family Residential,49.0,545000.0
8721,2019,1,Monterey County,Townhouse,97.0,545000.0
16893,2018,8,Santa Barbara County,All Residential,48.0,545000.0
8661,2018,1,Monterey County,All Residential,80.0,545000.0
3230,2018,5,El Dorado County,All Residential,19.0,545000.0
727,2018,9,Alpine County,All Residential,96.0,545000.0
10341,2018,5,Orange County,Townhouse,35.0,545000.0
310,2017,3,Alameda County,Condo/Co-op,12.0,545000.0
10324,2018,1,Orange County,Townhouse,53.0,545000.0
12394,2022,3,Sacramento County,All Residential,7.0,545000.0
10091,2014,3,Orange County,All Residential,23.0,545000.0
17169,2012,11,Santa Clara County,Townhouse,10.0,545000.0
10076,2013,12,Orange County,All Residential,30.0,545000.0
6094,2018,4,Los Angeles County,Townhouse,34.0,545000.0
16608,2013,11,Santa Barbara County,Townhouse,57.0,545000.0
86,2013,6,Alameda County,All Residential,14.0,545000.0
220,2015,9,Alameda County,Townhouse,16.0,545000.0
16724,2015,10,Santa Barbara County,Townhouse,39.0,545000.0
8911,2022,3,Monterey County,Townhouse,199.0,545000.0
16635,2014,4,Santa Barbara County,Townhouse,59.0,545000.0
16989,2020,3,Santa Barbara County,Condo/Co-op,71.0,545000.0
13844,2017,11,San Diego County,All Residential,23.0,545000.0
5705,2019,11,Lassen County,Single Family Residential,129.0,545000.0
10018,2012,12,Orange County,Single Family Residential,30.0,545000.0
5706,2019,11,Lassen County,All Residential,129.0,545000.0
12674,2017,10,San Benito County,Single Family Residential,70.0,545000.0
2517,2016,4,Contra Costa County,Multi-Family (2-4 Unit),29.0,545000.0
8796,2020,4,Monterey County,Townhouse,156.0,545000.0
726,2018,9,Alpine County,Single Family Residential,96.0,545000.0
16706,2015,6,Santa Barbara County,Single Family Residential,61.0,545000.0
21715,2016,11,Ventura County,All Residential,39.0,545000.0
8455,2014,8,Monterey County,Townhouse,8.0,545000.0
12383,2022,1,Sacramento County,Multi-Family (2-4 Unit),12.0,545000.0
15815,2021,4,San Luis Obispo County,Townhouse,5.0,545250.0
10087,2014,2,Orange County,All Residential,33.0,545500.0
11721,2021,5,Riverside County,Single Family Residential,23.0,546000.0
17141,2012,5,Santa Clara County,All Residential,15.0,546000.0
21909,2020,1,Ventura County,Townhouse,68.0,546000.0
5970,2016,3,Los Angeles County,Single Family Residential,36.0,547000.0
15665,2018,10,San Luis Obispo County,Townhouse,57.0,547000.0
9278,2019,7,Napa County,Condo/Co-op,31.0,547000.0
16743,2016,2,Santa Barbara County,Condo/Co-op,81.0,547034.5
17180,2013,1,Santa Clara County,Townhouse,12.0,547154.5
22532,2021,5,Yolo County,Townhouse,29.0,547250.0
18333,2021,12,Santa Cruz County,Condo/Co-op,37.0,547500.0
13726,2015,11,San Diego County,Multi-Family (2-4 Unit),32.0,547500.0
13473,2022,1,San Bernardino County,Townhouse,53.0,547500.0
17870,2014,3,Santa Cruz County,All Residential,28.0,547500.0
1534,2019,2,Butte County,Multi-Family (2-4 Unit),49.0,547500.0
15462,2014,12,San Luis Obispo County,Multi-Family (2-4 Unit),537.0,547500.0
9273,2019,5,Napa County,Condo/Co-op,51.0,547500.0
9265,2019,3,Napa County,Condo/Co-op,54.0,547500.0
8645,2017,10,Monterey County,Single Family Residential,58.0,547500.0
8580,2016,9,Monterey County,Single Family Residential,68.0,547500.0
15559,2016,12,San Luis Obispo County,Single Family Residential,52.0,547500.0
21880,2019,8,Ventura County,Townhouse,55.0,547800.0
2491,2015,11,Contra Costa County,Single Family Residential,25.0,548000.0
19026,2019,7,Solano County,Multi-Family (2-4 Unit),52.0,548000.0
15572,2017,3,San Luis Obispo County,Multi-Family (2-4 Unit),124.0,548000.0
3370,2020,10,El Dorado County,All Residential,14.0,548000.0
15739,2020,1,San Luis Obispo County,Condo/Co-op,57.0,548000.0
12622,2016,8,San Benito County,Single Family Residential,40.0,548000.0
13819,2017,6,San Diego County,All Residential,15.0,548000.0
13914,2019,1,San Diego County,All Residential,49.0,548000.0
21964,2020,12,Ventura County,Townhouse,43.0,548250.0
16583,2013,6,Santa Barbara County,Townhouse,75.0,548250.0
15542,2016,7,San Luis Obispo County,All Residential,53.0,548500.0
10511,2021,3,Orange County,Condo/Co-op,35.0,548500.0
152,2014,7,Alameda County,Multi-Family (2-4 Unit),30.0,548500.0
8864,2021,6,Monterey County,Condo/Co-op,40.0,548500.0
19091,2020,11,Solano County,Multi-Family (2-4 Unit),52.0,548750.0
2583,2017,5,Contra Costa County,Multi-Family (2-4 Unit),19.0,548750.0
13714,2015,9,San Diego County,Multi-Family (2-4 Unit),37.0,549000.0
8600,2017,1,Monterey County,Single Family Residential,79.0,549000.0
315,2017,4,Alameda County,Condo/Co-op,14.0,549000.0
16709,2015,7,Santa Barbara County,Townhouse,50.0,549000.0
18157,2019,1,Santa Cruz County,Condo/Co-op,41.0,549000.0
421,2019,1,Alameda County,Condo/Co-op,40.0,549000.0
6209,2020,3,Los Angeles County,Townhouse,36.0,549000.0
6143,2019,2,Los Angeles County,Townhouse,54.0,549000.0
5709,2021,4,Lassen County,All Residential,327.0,549000.0
5710,2021,4,Lassen County,Single Family Residential,327.0,549000.0
124,2014,1,Alameda County,Single Family Residential,28.0,549050.0
21724,2016,12,Ventura County,Multi-Family (2-4 Unit),42.0,549250.0
13749,2016,4,San Diego County,Single Family Residential,20.0,549300.0
16770,2016,7,Santa Barbara County,Condo/Co-op,56.0,549500.0
13750,2016,4,San Diego County,Multi-Family (2-4 Unit),27.0,549500.0
3352,2020,7,El Dorado County,All Residential,28.0,549500.0
19420,2017,1,Sonoma County,All Residential,51.0,549500.0
6941,2015,10,Marin County,Condo/Co-op,30.0,549500.0
19411,2016,11,Sonoma County,All Residential,48.0,549575.0
16698,2015,5,Santa Barbara County,Single Family Residential,71.0,549995.0
15876,2022,4,San Luis Obispo County,Condo/Co-op,19.0,550000.0
12500,2014,2,San Benito County,Multi-Family (2-4 Unit),131.0,550000.0
2543,2016,9,Contra Costa County,Single Family Residential,19.0,550000.0
22526,2021,4,Yolo County,All Residential,8.0,550000.0
6183,2019,10,Los Angeles County,Townhouse,48.0,550000.0
2595,2017,7,Contra Costa County,Multi-Family (2-4 Unit),58.0,550000.0
15895,2012,4,San Mateo County,Townhouse,23.0,550000.0
13793,2017,1,San Diego County,Single Family Residential,39.0,550000.0
15660,2018,9,San Luis Obispo County,Multi-Family (2-4 Unit),22.0,550000.0
16904,2018,10,Santa Barbara County,Single Family Residential,59.0,550000.0
13801,2017,2,San Diego County,Single Family Residential,34.0,550000.0
2559,2016,12,Contra Costa County,Single Family Residential,26.0,550000.0
91,2013,7,Alameda County,All Residential,14.0,550000.0
13758,2016,6,San Diego County,Single Family Residential,20.0,550000.0
5668,2015,12,Lassen County,Single Family Residential,205.0,550000.0
12640,2017,1,San Benito County,All Residential,82.0,550000.0
11069,2020,9,Placer County,Single Family Residential,14.0,550000.0
684,2016,1,Alpine County,Single Family Residential,90.0,550000.0
12642,2017,1,San Benito County,Single Family Residential,82.0,550000.0
21701,2016,8,Ventura County,All Residential,27.0,550000.0
5667,2015,12,Lassen County,All Residential,205.0,550000.0
13765,2016,7,San Diego County,Single Family Residential,24.0,550000.0
8641,2017,9,Monterey County,All Residential,61.0,550000.0
